id,name,brand,category,subcategory,colour,size,unit,price,currency,store_id,store_name,store_suburb,store_lat,store_lng,distance_km,shipping_fee,total_cost,delivery_available,collection_available,in_stock,rating,icon
P272,Super Glue,Pratley,Maintenance,Repairs,Clear,3g,tube,37.95,ZAR,game,Game Durban CBD,Durban Central,-29.8587,31.0218,1.37,60.0,97.95,True,True,True,4.4,🧴
P273,Super Glue,Pratley,Maintenance,Repairs,Clear,3g,tube,33.99,ZAR,makro,Makro Springfield,Springfield Park,-29.81,31.015,5.01,65.0,98.99,True,True,True,4.4,🧴
P274,Super Glue,Pratley,Maintenance,Repairs,Clear,3g,tube,41.49,ZAR,checkers,Checkers Berea Centre,Berea,-29.8489,31.0056,0.7,35.0,76.49,True,True,True,4.4,🧴
P275,Super Glue,Pratley,Maintenance,Repairs,Clear,3g,tube,43.99,ZAR,picknpay,Pick n Pay Musgrave Centre,Musgrave,-29.8437,30.9997,1.48,45.0,88.99,True,True,True,4.4,🧴
P276,Super Glue,Pratley,Maintenance,Repairs,Clear,3g,tube,36.99,ZAR,takealot,Takealot (online only),Online,,,,60.0,96.99,True,False,True,4.4,🧴
P277,Padlock,Yale,Maintenance,Security,Brass,40mm,unit,113.95,ZAR,game,Game Durban CBD,Durban Central,-29.8587,31.0218,1.37,60.0,173.95,True,True,True,4.5,🔒
P278,Padlock,Yale,Maintenance,Security,Brass,40mm,unit,102.0,ZAR,makro,Makro Springfield,Springfield Park,-29.81,31.015,5.01,65.0,167.0,True,True,True,4.5,🔒
P279,Padlock,Yale,Maintenance,Security,Brass,40mm,unit,111.49,ZAR,takealot,Takealot (online only),Online,,,,60.0,171.49,True,False,True,4.5,🔒
P280,Extension Cord,Ellies,Maintenance,Electrical,White,5m,unit,132.95,ZAR,game,Game Durban CBD,Durban Central,-29.8587,31.0218,1.37,60.0,192.95,True,True,True,4.1,🔌
P281,Extension Cord,Ellies,Maintenance,Electrical,White,5m,unit,119.0,ZAR,makro,Makro Springfield,Springfield Park,-29.81,31.015,5.01,65.0,184.0,True,True,True,4.1,🔌
P282,Extension Cord,Ellies,Maintenance,Electrical,White,5m,unit,130.49,ZAR,takealot,Takealot (online only),Online,,,,60.0,190.49,True,False,True,4.1,🔌
P283,Extension Cord,Ellies,Maintenance,Electrical,White,5m,unit,163.0,ZAR,incredible,Incredible Connection Gateway,Umhlanga,-29.725,31.067,15.49,99.0,262.0,True,True,True,4.1,🔌
